id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
3146,0.018087,tcp,-,FIN,16,18,1540,1644,1824.51488,31,29,638690.8125,686902.1875,4,4,1.1852,1.036882,72.809433,1.985439,255,4280108392,4289853287,255,0.000567,0.000454,0.000113,96,91,0,0,10,0,7,6,1,6,0,0,0,12,8,0,Normal,0
3147,0.003981,tcp,http,FIN,8,10,1052,824,4270.284049,31,29,1850791.375,1491082.75,2,2,0.517143,0.380444,33.118676,0.683184,255,569943247,2720575763,255,0.000679,0.000554,0.000125,132,82,1,83,3,0,3,2,2,3,0,0,4,13,2,0,Normal,0
3148,0.015175,tcp,-,FIN,16,18,1540,1644,2174.629348,31,29,761252.0625,818715,4,4,0.990933,0.866118,66.753146,1.532316,255,1049944627,3201366707,255,0.000555,0.000446,0.000109,96,91,0,0,8,0,7,5,1,8,0,0,0,9,11,0,Normal,0
3149,0.012762,tcp,-,FIN,38,40,2438,18508,6033.537133,31,29,1488168,11312334,7,13,0.336541,0.313359,22.818946,21.759226,255,4040108411,1915449174,255,0.000706,0.000537,0.000169,64,463,0,0,5,0,3,1,1,1,0,0,0,2,13,0,Normal,0
3150,0.034852,tcp,-,FIN,28,42,2198,34406,1979.800195,31,29,486629.1563,7709629,5,15,1.279148,0.838537,73.929784,59.229227,255,1169945225,1173422126,255,0.000588,0.000469,0.000119,79,819,0,0,14,0,6,5,1,5,0,0,0,7,16,0,Normal,0
3151,0.017966,tcp,-,FIN,16,18,1540,1644,1836.802813,31,29,642992.3125,691528.4375,4,4,1.1766,1.030471,71.338501,2.093324,255,1169946850,1174457797,255,0.000555,0.000445,0.00011,96,91,0,0,14,0,6,5,1,5,0,0,0,7,16,0,Normal,0
3152,0.017943,tcp,-,FIN,16,18,1540,1644,1839.157288,31,29,643816.5,692414.875,4,4,1.1758,1.028882,71.44002,2.178726,255,3315332551,3319315343,255,0.000564,0.000449,0.000115,96,91,0,0,14,0,6,5,1,5,0,0,0,7,16,0,Normal,0
3153,0.014054,tcp,-,FIN,16,18,1540,1644,2348.085891,31,29,821972.375,884018.75,4,4,0.915867,0.800059,60.065756,1.414901,255,852273427,3003763935,255,0.00056,0.000447,0.000113,96,91,0,0,21,0,9,12,1,12,0,0,0,21,12,0,Normal,0
3154,0.018079,tcp,-,FIN,16,18,1540,1644,1825.322238,31,29,638973.4375,687206.1875,4,4,1.1848,1.036765,72.634395,1.965471,255,1714719157,1720218150,255,0.000568,0.000451,0.000117,96,91,0,0,7,0,7,6,1,7,0,0,0,8,10,0,Normal,0
3155,0.001105,udp,dns,CON,2,2,130,162,2714.932048,31,29,470588.2188,586425.3125,0,0,0.006,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,1,1,1,1,0,0,0,1,1,0,Normal,0
3156,0.00102,udp,dns,CON,2,2,130,162,2941.176566,31,29,509803.9375,635294.125,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,65,81,0,0,6,0,5,3,1,4,0,0,0,21,2,0,Normal,0
3157,0.019944,tcp,-,FIN,16,18,1540,1644,1654.633045,31,29,579221.875,622944.25,4,4,1.3088,1.145706,81.683853,2.247139,255,3199527998,1054430716,255,0.000587,0.000464,0.000123,96,91,0,0,8,0,7,5,1,8,0,0,0,9,11,0,Normal,0
3158,0.003884,tcp,http,FIN,8,10,1052,824,4376.930993,31,29,1897013.375,1528321.375,2,2,0.502571,0.380333,32.808402,0.677363,255,3199524375,1050927283,255,0.000577,0.000458,0.000119,132,82,1,83,3,0,7,1,1,8,0,0,1,9,5,0,Normal,0
3159,41.977772,udp,dns,CON,4,4,260,324,0.166755,31,29,37.162525,46.310223,0,0,13992.212,13992.285,19787.972,19788.074,0,0,0,0,0,0,0,65,81,0,0,2,0,9,2,2,2,0,0,0,4,2,0,Normal,0
3160,0.017944,tcp,-,FIN,16,18,1540,1644,1839.054769,31,29,643780.625,692376.25,4,4,1.176267,1.029177,72.475524,1.96918,255,3315334896,3325098199,255,0.000556,0.000445,0.000111,96,91,0,0,14,0,6,5,1,5,0,0,0,7,16,0,Normal,0
3161,0.017946,tcp,-,FIN,16,18,1540,1644,1838.849957,31,29,643708.9375,692299.125,4,4,1.176,1.028647,71.4066,2.161317,255,1714716723,3864074221,255,0.00057,0.000455,0.000115,96,91,0,0,7,0,7,6,1,7,0,0,0,8,10,0,Normal,0
3162,0.017967,tcp,-,FIN,16,18,1540,1644,1836.700556,31,29,642956.5,691489.9375,4,4,1.177733,1.029647,71.58271,2.021033,255,3315334165,3324575952,255,0.000579,0.00046,0.000119,96,91,0,0,14,0,6,5,1,5,0,0,0,7,16,0,Normal,0
3163,0.018836,tcp,-,FIN,16,18,1540,1644,1751.96441,31,29,613293.75,659588.0625,4,4,1.235,1.081588,77.651224,2.011568,255,3001859325,3003234884,255,0.000559,0.000446,0.000113,96,91,0,0,21,0,9,12,1,12,0,0,0,21,12,0,Normal,0
3164,0.012882,tcp,-,FIN,40,42,2558,23162,6287.843583,31,29,1549448.875,14041919,7,14,0.322179,0.301098,18.768376,17.649086,255,3255331543,1125207892,255,0.000666,0.000534,0.000132,64,551,0,0,14,0,1,1,1,1,0,0,0,7,1,0,Normal,0
3165,0.001161,udp,dns,CON,2,2,146,178,2583.979344,31,29,503014.6563,613264.4375,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,2,2,2,2,0,0,0,4,3,0,Normal,0
3166,1.041725,tcp,http,FIN,12,18,1580,10168,27.83844,31,29,11127.69629,73754.58594,3,5,94.671274,61.24541,9537.571761,7680.175887,255,3139524406,990982431,255,0.000674,0.00055,0.000124,132,565,1,3924,3,0,3,1,1,3,0,0,1,1,3,0,Normal,0
3167,0.019908,tcp,-,FIN,16,18,1540,1644,1657.625093,31,29,580269.25,624070.75,4,4,1.307,1.143941,80.74213,2.293921,255,1049946365,3203477479,255,0.000577,0.000458,0.000119,96,91,0,0,8,0,7,5,1,8,0,0,0,9,11,0,Normal,0
3168,0.001153,udp,dns,CON,2,2,130,162,2601.907957,31,29,450997.375,562012.125,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,4,0,3,1,1,1,0,0,0,2,1,0,Normal,0
3169,0.001737,udp,-,CON,4,4,528,304,4029.936777,31,29,1823834.25,1050086.375,0,0,0.43,0.3575,0.603869,0.353499,0,0,0,0,0,0,0,132,76,0,0,8,0,3,1,1,2,0,0,0,9,7,0,Normal,0
3170,0.001044,udp,dns,CON,2,2,132,164,2873.563127,31,29,505747.125,628352.5,0,0,0.009,0.002,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,1,1,1,1,0,0,0,9,2,0,Normal,0
3171,0.291959,tcp,-,FIN,26,26,4552,2872,174.682069,31,29,119934.6563,75681.85938,7,7,11.66584,11.65616,749.4473,20.503197,255,2937650552,795518240,255,0.00067,0.000551,0.000119,175,110,0,0,21,0,5,1,1,4,0,0,0,21,11,0,Normal,0
3172,0.033856,tcp,-,FIN,78,80,4550,72810,4637.287232,31,29,1061436.625,16989602,7,33,0.441553,0.420304,22.531799,22.236634,255,3924291619,3924614184,255,0.000789,0.000642,0.000147,58,910,0,0,7,0,2,1,1,1,0,0,0,2,3,0,Normal,0
3173,0.041973,tcp,-,FIN,38,40,2438,18508,1834.512727,31,29,452481.375,3439544.5,7,13,1.1575,1.063949,0,68.538173,255,3495329022,3556789381,255,0.000624,0.000476,0.000148,64,463,0,0,3,0,2,1,1,1,0,0,0,1,13,0,Normal,0
3174,0.300095,tcp,-,FIN,26,28,4152,2976,176.610745,31,29,106446.2969,76509.10938,7,7,11.99008,11.09637,688.758088,17.671521,255,3435331782,3442679057,255,0.000615,0.00049,0.000125,160,106,0,0,7,0,7,1,1,3,0,0,0,1,11,0,Normal,0
3175,0.152297,tcp,-,FIN,22,24,1920,4312,295.475279,31,29,96285.54688,217102.1094,6,6,7.236095,6.897682,470.425114,460.740254,255,1152260904,1152540565,255,0.000657,0.000538,0.000119,87,180,0,0,3,0,5,1,1,1,0,0,0,1,11,0,Normal,0
3176,0.00399,tcp,http,FIN,8,10,1052,824,4260.651508,31,29,1846616.5,1487719.25,2,2,0.519143,0.379444,32.496619,0.692286,255,2134715856,4285317661,255,0.000734,0.000571,0.000163,132,82,1,83,1,0,2,1,1,1,0,0,1,12,1,0,Normal,0
3177,0.019939,tcp,-,FIN,16,18,1540,1644,1655.047914,31,29,579367.0625,623100.4375,4,4,1.309,1.146294,84.775012,2.024516,255,1049948993,1055486707,255,0.000559,0.000449,0.00011,96,91,0,0,8,0,7,5,1,8,0,0,0,9,11,0,Normal,0
3178,0.018015,tcp,-,FIN,16,18,1540,1644,1831.806918,31,29,641243.4375,689647.5625,4,4,1.180667,1.032294,72.519935,1.973362,255,2821851611,677795718,255,0.000574,0.000461,0.000113,96,91,0,0,21,0,7,12,1,7,0,0,0,21,15,0,Normal,0
3179,0.013338,tcp,-,FIN,16,18,1540,1644,2474.134131,31,29,866096.875,931474,4,4,0.8682,0.757941,59.819635,1.378589,255,3860101605,1720747690,255,0.000565,0.00045,0.000115,96,91,0,0,7,0,7,6,1,7,0,0,0,8,10,0,Normal,0
3180,0.004756,udp,-,CON,4,4,568,312,1471.825096,31,29,716568.5625,393608.0938,0,0,1.23,1.08,1.730999,1.518865,0,0,0,0,0,0,0,142,78,0,0,8,0,3,1,1,2,0,0,0,9,7,0,Normal,0
3181,0.024905,tcp,-,FIN,64,66,3806,51808,5179.682819,31,29,1203613.75,16389962,7,26,0.389889,0.373677,21.247677,20.768176,255,1109941512,1110253357,255,0.000739,0.000607,0.000132,59,785,0,0,14,0,2,1,1,5,0,0,0,7,13,0,Normal,0
3182,0.001103,udp,dns,CON,2,2,130,162,2719.854899,31,29,471441.5313,587488.6875,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,6,1,1,1,0,0,0,1,2,0,Normal,0
3183,0.003832,tcp,http,FIN,8,10,1052,824,4436.325592,31,29,1922755.75,1549060.5,2,2,0.498714,0.367333,31.874499,0.659404,255,672264742,2818682206,255,0.000648,0.000523,0.000125,132,82,1,83,4,0,3,2,1,1,0,0,1,21,1,0,Normal,0
3184,0.033989,tcp,-,FIN,78,80,4550,72810,4619.141342,31,29,1057283.25,16923122,7,33,0.435662,0.427603,22.695238,22.551587,255,1894714475,4040421528,255,0.000775,0.000626,0.000149,58,910,0,0,5,0,7,1,1,1,0,0,0,2,8,0,Normal,0
3185,0.019945,tcp,-,FIN,16,18,1540,1644,1654.550065,31,29,579192.8125,622913,4,4,1.402857,1.145765,86.047644,2.118128,255,1049948097,3200348488,255,0.000584,0.000464,0.00012,96,91,0,0,8,0,7,5,1,8,0,0,0,9,11,0,Normal,0
3186,0.056814,tcp,-,FIN,26,42,2094,34406,1179.286795,31,29,283592.0625,4729397.5,5,15,2.25956,1.372781,132.432011,95.100708,255,3199526425,3202944237,255,0.000651,0.000528,0.000123,81,819,0,0,15,0,4,1,1,2,0,0,0,1,5,0,Normal,0
3187,0.001043,udp,dns,CON,2,2,132,164,2876.318242,31,29,506232,628954.9375,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,7,1,1,7,0,0,0,8,2,0,Normal,0
3188,0.101915,tcp,-,FIN,78,80,4550,72810,1540.499408,31,29,352607.5625,5643919,7,33,1.319039,1.281911,77.005753,75.790438,255,1349939587,3495646273,255,0.000765,0.000635,0.00013,58,910,0,0,8,0,5,1,1,1,0,0,0,1,8,0,Normal,0
3189,0.004805,udp,-,CON,4,4,568,312,1456.815807,31,29,709261.1875,389594.1563,0,0,1.254,1.046333,1.76494,1.469839,0,0,0,0,0,0,0,142,78,0,0,21,0,5,1,1,4,0,0,0,21,11,0,Normal,0
3190,0.744122,tcp,ssh,FIN,106,114,9400,12298,294.306568,31,29,100112.6094,131064.5234,26,31,7.083981,6.698072,381.493741,372.326825,255,2959522152,2959844230,255,0.000767,0.000628,0.000139,89,108,0,0,1,0,5,1,1,2,0,0,0,4,1,0,Normal,0
3191,0.013275,tcp,-,FIN,16,18,1540,1644,2485.875656,31,29,870207.125,935894.5,4,4,0.8644,0.753588,59.900219,1.376442,255,672266002,678326100,255,0.000574,0.000459,0.000115,96,91,0,0,21,0,7,12,1,7,0,0,0,21,15,0,Normal,0
3192,1.005563,tcp,http,FIN,12,18,1580,10168,28.839565,31,29,11527.87012,76406.94531,3,5,91.385543,59.118116,9530.718466,7674.707873,255,629943997,630993627,255,0.000687,0.000552,0.000135,132,565,1,3924,1,0,1,1,1,1,0,0,1,2,2,0,Normal,0
3193,0.035009,tcp,-,FIN,78,80,4550,72810,4484.561055,31,29,1026478.875,16430061,7,33,0.448701,0.44141,23.038929,22.857981,255,3675326872,3675627147,255,0.000694,0.00057,0.000124,58,910,0,0,2,0,5,1,1,2,0,0,0,2,8,0,Normal,0
3194,0.046483,tcp,ftp-data,FIN,6,8,320,1862,279.672145,31,29,45952.28516,280532.6875,1,2,9.2292,6.564,642.751812,15.658176,255,972266367,3139324781,255,0.000676,0.000529,0.000147,53,233,0,0,3,0,7,1,1,3,0,0,0,4,3,0,Normal,0
3195,0.001175,udp,dns,CON,2,2,132,164,2553.191526,31,29,449361.7188,558297.875,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,5,1,1,2,0,0,0,4,2,0,Normal,0
3196,0.003917,tcp,http,FIN,8,10,1052,824,4340.056397,31,29,1881031.5,1515445.625,2,2,0.510857,0.377667,32.836924,0.679645,255,852272102,3002950458,255,0.000643,0.000514,0.000129,132,82,1,83,4,0,9,2,1,12,0,0,1,21,1,0,Normal,0
3197,0.003853,tcp,http,FIN,8,10,1052,824,4412.146377,31,29,1912276.125,1540617.75,2,2,0.501571,0.370111,32.187227,0.667391,255,3315329726,3320618888,255,0.00064,0.000518,0.000122,132,82,1,83,2,0,1,1,1,2,0,0,1,4,3,0,Normal,0
3198,0.004642,udp,-,CON,4,4,568,304,1507.970717,31,29,734166.3125,392934.0938,0,0,1.25,1.041333,1.75999,1.462768,0,0,0,0,0,0,0,142,76,0,0,11,0,4,1,1,2,0,0,0,2,5,0,Normal,0
3199,1.005573,tcp,http,FIN,12,18,1580,10168,28.839278,31,29,11527.75586,76406.1875,3,5,91.384817,59.122414,9530.225662,7674.516235,255,2877650429,2878728914,255,0.000616,0.000488,0.000128,132,565,1,3924,1,0,2,1,1,1,0,0,1,1,1,0,Normal,0
3200,0.001851,udp,-,CON,4,4,520,304,3781.739584,31,29,1685575.375,985413.3125,0,0,0.467,0.245,0.656195,0.338706,0,0,0,0,0,0,0,130,76,0,0,11,0,4,1,1,2,0,0,0,2,5,0,Normal,0
3201,0.010778,tcp,-,FIN,38,40,2438,18508,7144.182828,31,29,1762108,13394693,7,13,0.290222,0.271053,16.936852,16.500675,255,3675330015,1551267718,255,0.0006,0.000476,0.000124,64,463,0,0,2,0,5,1,1,2,0,0,0,2,8,0,Normal,0
3202,0.370574,tcp,-,FIN,28,30,4256,3080,153.815433,31,29,88597.6875,64289.45313,7,7,13.713297,12.759621,712.577658,17.480963,255,912269144,1044154014,255,0.000666,0.000541,0.000125,152,103,0,0,5,0,6,1,1,4,0,0,0,4,6,0,Normal,0
3203,0.030201,tcp,-,FIN,122,126,7810,14540,8178.537343,31,29,2051852.625,3821065.75,30,32,0.264274,0.237544,16.026952,13.562632,255,3379530717,3380601212,255,0.000629,0.000505,0.000124,64,115,0,0,2,0,2,1,1,1,0,0,0,2,7,0,Normal,0
3204,0.013279,tcp,-,FIN,16,18,1540,1644,2485.126836,31,29,869945,935612.625,4,4,0.864533,0.754353,59.974308,1.382251,255,3315330766,1176009240,255,0.000562,0.00045,0.000112,96,91,0,0,3,0,2,1,1,2,0,0,0,4,7,0,Normal,0
3205,0.003871,tcp,http,FIN,8,10,1034,824,4391.630176,31,29,1870317.75,1533453.875,2,2,0.503429,0.378111,32.594506,0.67505,255,3897649527,1753243233,255,0.000592,0.000465,0.000127,129,82,1,83,1,0,2,1,1,1,0,0,1,2,2,0,Normal,0
3206,0.032206,tcp,-,FIN,12,14,1064,2364,776.252899,31,29,242439.3125,545488.4375,4,4,2.897636,2.432615,280.711308,7.473191,255,3619521492,3615625934,255,0.000699,0.000573,0.000126,89,169,0,0,10,0,4,1,1,1,0,0,0,1,5,0,Normal,0
3207,0.750785,tcp,-,FIN,122,126,7810,14540,328.988995,31,29,82537.60938,153705.7969,30,32,6.304572,6.00244,406.257213,399.691929,255,1409944593,3560549369,255,0.000596,0.000476,0.00012,64,115,0,0,9,0,9,1,1,1,0,0,0,9,19,0,Normal,0
3208,0.001103,udp,dns,CON,2,2,130,162,2719.854899,31,29,471441.5313,587488.6875,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,6,0,4,3,2,2,0,0,0,11,4,0,Normal,0
3209,0.001093,udp,dns,CON,2,2,132,164,2744.739106,31,29,483074.0938,600182.9375,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,1,1,1,1,0,0,0,9,1,0,Normal,0
3210,0.004741,udp,-,CON,4,4,568,312,1476.481751,31,29,718835.6875,394853.4063,0,0,1.232333,1.071333,1.735713,1.505195,0,0,0,0,0,0,0,142,78,0,0,10,0,3,1,1,3,0,0,0,3,8,0,Normal,0
3211,0.018353,tcp,-,FIN,16,18,1540,1644,1798.071132,31,29,629433.875,676946.5625,4,4,1.202533,1.049235,72.81193,2.085093,255,1692268507,1697321844,255,0.000672,0.000513,0.000159,96,91,0,0,15,0,10,7,1,7,0,0,0,9,15,0,Normal,0
3212,0.001062,udp,dns,CON,2,2,132,164,2824.858614,31,29,497175.125,617702.4375,0,0,0.001,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,2,2,1,5,0,0,0,9,1,0,Normal,0
3213,0.013449,tcp,-,FIN,16,18,1540,1644,2453.713995,31,29,858948.625,923786.125,4,4,0.875,0.764471,61.020134,1.407748,255,3841845712,1698437873,255,0.000565,0.00045,0.000115,96,91,0,0,15,0,10,7,2,7,0,0,0,9,15,0,Normal,0
3214,0.001081,udp,dns,CON,2,2,146,178,2775.208228,31,29,540240.5625,658649.4375,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,3,1,1,3,0,0,0,3,2,0,Normal,0
3215,0.004223,tcp,-,FIN,12,12,1064,2260,5446.365411,31,29,1848922.625,3925171.75,4,4,0.353455,0.323182,17.715829,0.395356,255,1632260955,3782180525,255,0.000798,0.000659,0.000139,89,188,0,0,5,0,6,1,1,4,0,0,0,4,6,0,Normal,0
3216,0.01802,tcp,-,FIN,38,40,2438,18508,4273.029893,31,29,1053940,8011542.5,7,13,0.492361,0.461026,0,29.023514,255,1709942608,3893281930,255,0.000622,0.000499,0.000123,64,463,0,0,7,0,3,1,1,3,0,0,0,3,8,0,Normal,0
3217,0.003855,tcp,http,FIN,8,10,1052,824,4409.857308,31,29,1911284,1539818.375,2,2,0.498,0.371222,31.737166,0.682635,255,4275329956,4280584261,255,0.000638,0.00051,0.000128,132,82,1,83,1,0,1,1,1,1,0,0,1,9,1,0,Normal,0
3218,0.018279,tcp,-,FIN,16,18,1540,1644,1805.350476,31,29,631982.0625,679687.125,4,4,1.198133,1.048529,72.685401,2.1574,255,3841848473,3842189386,255,0.000563,0.000451,0.000112,96,91,0,0,15,0,10,7,1,7,0,0,0,9,15,0,Normal,0
3219,0.02294,tcp,-,FIN,38,40,2438,18508,3356.582313,31,29,827898.875,6293286.5,7,13,0.628778,0.574949,40.95394,39.174144,255,1829949580,1871010095,255,0.000638,0.000516,0.000122,64,463,0,0,15,0,3,1,1,2,0,0,0,11,8,0,Normal,0
3220,0.019155,tcp,-,FIN,16,18,1540,1644,1722.787837,31,29,603080.125,648603.5,4,4,1.2564,1.098471,77.056646,2.340248,255,4215335555,2074384236,255,0.000594,0.000478,0.000116,96,91,0,0,11,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3221,0.003917,tcp,http,FIN,8,10,1052,824,4340.056397,31,29,1881031.5,1515445.625,2,2,0.511143,0.378222,32.826928,0.683669,255,3841844529,1693318275,255,0.000637,0.000508,0.000129,132,82,1,83,2,0,2,1,1,2,0,0,1,9,2,0,Normal,0
3222,0.300793,tcp,-,FIN,26,28,4552,2976,176.200914,31,29,116412.2891,76331.5625,7,7,12.0204,11.122963,744.9207,19.632613,255,1589945531,1593162770,255,0.000562,0.00047,0.000092,175,106,0,0,15,0,2,1,1,2,0,0,0,11,3,0,Normal,0
3223,0.018286,tcp,-,FIN,16,18,1540,1644,1804.659394,31,29,631740.1875,679426.9375,4,4,1.1974,1.048471,72.746245,2.243913,255,3841847658,1696265102,255,0.000586,0.000459,0.000127,96,91,0,0,15,0,10,7,1,7,0,0,0,9,15,0,Normal,0
3224,0.013959,tcp,-,FIN,16,18,1540,1644,2364.066213,31,29,827566.4375,890035.125,4,4,0.911,0.746294,60.833412,1.377442,255,2129944618,4286277664,255,0.001385,0.001269,0.000116,96,91,0,0,9,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3225,0.001767,udp,-,CON,4,4,528,304,3961.516806,31,29,1792869.375,1032258.063,0,0,0.442667,0.243,0.621782,0.335878,0,0,0,0,0,0,0,132,76,0,0,10,0,3,1,1,3,0,0,0,3,8,0,Normal,0
3226,0.001013,udp,dns,CON,2,2,132,164,2961.500406,31,29,521224.0625,647581.4375,0,0,0.008,0.008,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,1,1,1,1,0,0,0,2,3,0,Normal,0
3227,0.019112,tcp,-,FIN,16,18,1540,1644,1726.663854,31,29,604437,650062.75,4,4,1.254067,1.097412,77.441237,2.432937,255,4215334549,2073871842,255,0.000569,0.000453,0.000116,96,91,0,0,11,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3228,0.019305,tcp,-,FIN,16,18,1540,1644,1709.401702,31,29,598394.1875,643563.8125,4,4,1.264867,1.109059,78.326078,2.198451,255,2069950896,4220844823,255,0.00056,0.000448,0.000112,96,91,0,0,11,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3229,0.001103,udp,dns,CON,2,2,130,162,2719.854899,31,29,471441.5313,587488.6875,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,6,0,4,3,2,2,0,0,0,11,4,0,Normal,0
3230,0.018968,tcp,-,FIN,16,18,1540,1644,1739.772326,31,29,609025.75,654997.9375,4,4,1.234667,1.082471,75.065838,2.184274,255,4275334346,4285201440,255,0.000685,0.000559,0.000126,96,91,0,0,9,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3231,0.066903,tcp,-,FIN,80,80,4654,72810,2376.574951,31,29,549571.75,8597521,7,33,0.853833,0.862013,49.932377,1.31636,255,3979523481,1830233066,255,0.000641,0.000519,0.000122,58,910,0,0,15,0,2,1,1,2,0,0,0,11,3,0,Normal,0
3232,0.000968,udp,dns,CON,2,2,146,178,3099.173623,31,29,603305.8125,735537.1875,0,0,0.001,0.005,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,9,2,1,1,0,0,0,9,2,0,Normal,0
3233,0.017866,tcp,-,FIN,16,18,1540,1644,1847.083791,31,29,646591.25,695399.0625,4,4,1.170733,1.024,71.087063,2.00947,255,1282594288,3437390368,255,0.000577,0.000456,0.000121,96,91,0,0,14,0,7,4,1,6,0,0,0,7,13,0,Normal,0
3234,0.018825,tcp,-,FIN,16,18,1540,1644,1752.988034,31,29,613652.0625,659973.4375,4,4,1.234267,1.080353,76.23159,2.131721,255,2129948604,2136177157,255,0.000565,0.000456,0.000109,96,91,0,0,9,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3235,0.001036,udp,dns,CON,2,2,132,164,2895.752973,31,29,509652.5313,633204.625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,6,0,6,3,1,6,0,0,0,11,3,0,Normal,0
3236,0.038936,tcp,-,FIN,30,42,2302,34406,1823.505225,31,29,457365.9375,6900965.5,5,15,1.332069,0.938024,76.956044,68.720205,255,4275331965,4278762896,255,0.000612,0.000474,0.000138,77,819,0,0,9,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3237,0.019833,tcp,-,FIN,16,18,1540,1644,1663.893479,31,29,582463.5625,626430.6875,4,4,1.3018,1.140471,81.210366,2.497723,255,2129947011,2134425301,255,0.000557,0.000443,0.000114,96,91,0,0,9,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3238,0.013043,tcp,-,FIN,16,18,1540,1644,2530.0927,31,29,885685.8125,952541.5625,4,4,0.848467,0.740294,59.093845,1.359863,255,1452270738,1458318977,255,0.000564,0.000452,0.000112,96,91,0,0,21,0,5,5,1,12,0,0,0,11,12,0,Normal,0
3239,0.004727,tcp,http,FIN,8,10,1052,824,3596.361401,31,29,1558705.375,1255764.75,2,2,0.625571,0.472667,34.502781,0.955039,255,3915330865,1770881337,255,0.00059,0.00047,0.00012,132,82,1,83,1,0,2,1,1,5,0,0,1,11,2,0,Normal,0
3240,0.015004,tcp,-,FIN,16,18,1540,1644,2199.413534,31,29,769928.0625,828045.875,4,4,0.979867,0.856353,70.0016,1.430968,255,3915332144,1777205630,255,0.000552,0.000441,0.000111,96,91,0,0,15,0,9,6,1,6,0,0,0,11,19,0,Normal,0
3241,0.017756,tcp,-,FIN,16,18,1540,1644,1858.526678,31,29,650597,699707.125,4,4,1.163,1.08125,70.667083,2.222162,255,1452272804,1456201237,255,0.000571,0.000453,0.000118,96,91,0,0,21,0,5,5,1,12,0,0,0,11,12,0,Normal,0
3242,0.001101,udp,dns,CON,2,2,146,178,2724.795636,31,29,530426.875,646684.8125,0,0,0.009,0.002,0,0,0,0,0,0,0,0,0,73,89,0,0,1,0,2,1,1,2,0,0,0,1,2,0,Normal,0
3243,0.003933,tcp,http,FIN,8,10,1052,824,4322.400299,31,29,1873379.125,1509280.5,2,2,0.512714,0.375556,32.83362,0.672583,255,4215331386,4216333953,255,0.000673,0.000549,0.000124,132,82,1,83,2,0,2,1,1,5,0,0,1,9,1,0,Normal,0
3244,0.033912,tcp,-,FIN,78,80,4550,72810,4629.629723,31,29,1059683.875,16961548,7,33,0.436403,0.421456,22.577623,22.294729,255,3537647416,1392567805,255,0.00076,0.000608,0.000152,58,910,0,0,21,0,6,1,1,6,0,0,0,11,6,0,Normal,0
3245,0.01916,tcp,-,FIN,16,18,1540,1644,1722.33815,31,29,602922.75,648434.1875,4,4,1.256733,1.099765,77.011802,2.252898,255,2069949955,2074926328,255,0.000597,0.000461,0.000136,96,91,0,0,11,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3246,0.019857,tcp,-,FIN,16,18,1540,1644,1661.882413,31,29,581759.5625,625673.5625,4,4,1.303067,1.211375,81.52323,2.650771,255,2129946273,2133899239,255,0.000598,0.000472,0.000126,96,91,0,0,9,0,12,6,1,6,0,0,0,9,12,0,Normal,0
3247,0.395785,tcp,ftp-data,FIN,14,8,8928,424,53.05911,31,29,167585.9375,7499.020996,4,1,30.444999,56.451,3443.697236,138.1635,255,3117654646,3595339329,255,0.000639,0.000502,0.000137,638,53,0,0,3,0,10,1,1,3,0,0,0,3,3,0,Normal,0
